row_id,Prediction,PredictedLabel,usb device,compare
580,0.001860164,0,0,TRUE
581,0.001362982,0,0,TRUE
582,0.001630376,0,0,TRUE
583,0.000748064,0,0,TRUE
584,0.013436495,0,0,TRUE
585,0.001151051,0,0,TRUE
586,0.001744933,0,0,TRUE
587,1,1,1,TRUE
588,0.001392591,0,0,TRUE
589,0.001730088,0,0,TRUE
590,0.000736705,0,0,TRUE
591,0.001561365,0,0,TRUE
592,0.000165704,0,0,TRUE
593,0.003338068,0,0,TRUE
594,0.000936638,0,0,TRUE
595,0.000193753,0,0,TRUE
596,0.001005024,0,0,TRUE
597,0.004502725,0,0,TRUE
598,0.000588352,0,1,FALSE
599,0.000524628,0,0,TRUE
600,0.001465191,0,0,TRUE
601,0.954247355,1,1,TRUE
602,0.001768877,0,0,TRUE
603,0.002803031,0,0,TRUE
604,0.976465821,1,1,TRUE
605,0.00327136,0,0,TRUE
606,0.001296816,0,0,TRUE
607,0.000866089,0,0,TRUE
608,0.000718688,0,0,TRUE
609,0.000564813,0,0,TRUE
610,0.00463593,0,0,TRUE
611,0.005109942,0,0,TRUE
612,0.000183215,0,0,TRUE
613,0.000805779,0,0,TRUE
614,0.001603359,0,0,TRUE
615,0.000374281,0,0,TRUE
616,0.000642698,0,0,TRUE
617,0.000694001,0,0,TRUE
618,0.00043312,0,0,TRUE
619,0.000467464,0,0,TRUE
620,0.001023033,0,0,TRUE
621,0.001279968,0,0,TRUE
622,0.001653908,0,0,TRUE
623,0.001239034,0,0,TRUE
624,0.000278319,0,0,TRUE
625,0.000265607,0,0,TRUE
626,0.000147479,0,0,TRUE
627,0.014933619,0,0,TRUE
628,0.000347074,0,0,TRUE
629,0.000357099,0,0,TRUE
630,9.76E-05,0,0,TRUE
631,0.000710091,0,0,TRUE
632,0.000104998,0,0,TRUE
633,0.001245274,0,1,FALSE
634,0.001452899,0,0,TRUE
635,0.001247367,0,0,TRUE
636,0.087798178,0,0,TRUE
637,0.000169413,0,0,TRUE
638,0.006388052,0,0,TRUE
639,0.002111317,0,0,TRUE
640,0.000694723,0,0,TRUE
641,0.004153097,0,0,TRUE
642,0.002495434,0,0,TRUE
643,0.000984746,0,0,TRUE
644,0.003169498,0,0,TRUE
645,0.000472904,0,0,TRUE
646,0.000990424,0,0,TRUE
647,0.000801092,0,0,TRUE
648,0.001506205,0,0,TRUE
649,0.00088468,0,0,TRUE
650,0.00051841,0,0,TRUE
651,0.000801092,0,0,TRUE
652,0.000577006,0,0,TRUE
653,0.00145722,0,0,TRUE
654,0.000241548,0,0,TRUE
655,0.012773978,0,0,TRUE
656,0.001372497,0,0,TRUE
657,0.000292767,0,0,TRUE
658,0.000183579,0,0,TRUE
659,0.000110665,0,0,TRUE
660,0.062061559,0,0,TRUE
661,0.000730008,0,0,TRUE
662,0.001595464,0,0,TRUE
663,0.000833628,0,0,TRUE
664,0.000362562,0,0,TRUE
665,0.000290312,0,0,TRUE
666,0.000764824,0,0,TRUE
667,0.002135793,0,0,TRUE
668,0.000498693,0,0,TRUE
669,0.003247254,0,0,TRUE
670,0.000734017,0,0,TRUE
671,0.001247402,0,0,TRUE
672,0.000579086,0,0,TRUE
673,0.000141921,0,0,TRUE
674,0.015007028,0,0,TRUE
675,0.000904234,0,0,TRUE
676,0.002259006,0,0,TRUE
677,0.000612591,0,0,TRUE
678,0.006306823,0,0,TRUE
679,0.999895215,1,1,TRUE
680,0.000148005,0,0,TRUE
681,0.001421568,0,0,TRUE
682,0.008671303,0,0,TRUE
683,0.002321683,0,0,TRUE
684,0.012391153,0,0,TRUE
685,0.000635354,0,0,TRUE
686,0.001229996,0,0,TRUE
687,0.000130642,0,0,TRUE
688,0.00087234,0,0,TRUE
689,0.001490114,0,0,TRUE
690,0.001001919,0,0,TRUE
691,0.675397813,1,1,TRUE
692,0.000974418,0,0,TRUE
693,0.000678082,0,0,TRUE
694,0.00061423,0,0,TRUE
695,0.001090804,0,0,TRUE
696,0.000568141,0,0,TRUE
697,0.000568651,0,0,TRUE
698,0.001219869,0,0,TRUE
699,0.000215143,0,0,TRUE
700,0.001019113,0,0,TRUE
701,0.000272119,0,0,TRUE
702,0.002363058,0,0,TRUE
703,0.000119879,0,0,TRUE
704,0.001447937,0,0,TRUE
705,0.006318614,0,0,TRUE
706,0.000827691,0,0,TRUE
707,0.999999166,1,1,TRUE
708,9.56E-05,0,0,TRUE
709,0.996805072,1,1,TRUE
710,0.000234788,0,0,TRUE
711,0.003773696,0,0,TRUE
712,0.001176717,0,0,TRUE
713,0.000680002,0,0,TRUE
714,0.999907732,1,1,TRUE
715,0.000680573,0,0,TRUE
716,0.000397533,0,0,TRUE
717,3.04E-05,0,0,TRUE
718,0.99484235,1,1,TRUE
719,0.001341642,0,0,TRUE
720,0.000860396,0,0,TRUE
721,0.000521609,0,0,TRUE
722,0.000207436,0,0,TRUE
723,0.000207436,0,0,TRUE
724,9.84E-05,0,0,TRUE
725,0.000753986,0,0,TRUE
726,0.001557808,0,0,TRUE
727,0.999999762,1,1,TRUE
728,0.999936819,1,1,TRUE
729,0.00089517,0,0,TRUE
730,0.000406536,0,0,TRUE
731,0.000592075,0,0,TRUE
732,0.000300328,0,0,TRUE
733,0.007046582,0,0,TRUE
734,0.002851324,0,0,TRUE
735,0.00201946,0,0,TRUE
736,0.020602547,0,0,TRUE
737,0.000777781,0,0,TRUE
738,0.000739987,0,0,TRUE
739,0.000491837,0,0,TRUE
740,0.000163057,0,0,TRUE
741,0.001540349,0,0,TRUE
742,0.00042945,0,0,TRUE
743,0.001590321,0,0,TRUE
744,0.002531822,0,0,TRUE
745,0.001627411,0,0,TRUE
746,0.00112045,0,0,TRUE
747,0.001192345,0,1,FALSE
748,0.001061241,0,0,TRUE
749,0.001424699,0,0,TRUE
750,5.39E-05,0,0,TRUE
751,0.000786924,0,0,TRUE
752,0.001268682,0,0,TRUE
753,0.000648629,0,0,TRUE
754,0.000469974,0,0,TRUE
755,0.000128792,0,0,TRUE
756,0.000742336,0,0,TRUE
757,0.000485274,0,0,TRUE
758,0.000319817,0,0,TRUE
759,0.999786556,1,1,TRUE
760,0.000118465,0,0,TRUE
761,0.000351672,0,0,TRUE
762,0.000756805,0,0,TRUE
763,0.001539992,0,0,TRUE
764,0.003297802,0,0,TRUE
765,0.001028378,0,0,TRUE
766,6.29E-05,0,0,TRUE
767,0.000358671,0,0,TRUE
768,0.009029419,0,0,TRUE
769,0.000486243,0,0,TRUE
770,0.002986737,0,0,TRUE
771,0.000401412,0,0,TRUE
772,0.002867179,0,0,TRUE
773,0.000819947,0,0,TRUE
774,0.000495002,0,0,TRUE
775,0.004036366,0,0,TRUE
776,0.001193079,0,0,TRUE
777,0.003718293,0,0,TRUE
778,0.002396782,0,0,TRUE
779,0.001499994,0,0,TRUE
780,0.003078652,0,0,TRUE
781,0.000419157,0,0,TRUE
782,0.00103551,0,0,TRUE
783,0.002157083,0,0,TRUE
784,0.001702077,0,0,TRUE
785,0.001591664,0,0,TRUE
786,0.000278971,0,0,TRUE
787,0.006951319,0,0,TRUE
788,0.001849882,0,0,TRUE
789,0.00190191,0,0,TRUE
790,9.29E-05,0,0,TRUE
791,0.000243162,0,0,TRUE
792,0.002398175,0,0,TRUE
793,0.001027034,0,0,TRUE
794,0.000330876,0,0,TRUE
795,0.000521203,0,0,TRUE
796,0.001027034,0,0,TRUE
797,0.000230651,0,0,TRUE
798,0.000501966,0,0,TRUE
799,0.000651244,0,0,TRUE
800,0.002177426,0,0,TRUE
801,0.000304401,0,0,TRUE
802,0.000853062,0,0,TRUE
803,5.67E-05,0,0,TRUE
804,0.001580783,0,0,TRUE
805,0.131747335,0,1,FALSE
806,0.001073652,0,0,TRUE
807,0.000824408,0,0,TRUE
808,0.000622507,0,0,TRUE
809,0.04529845,0,0,TRUE
810,0.000918329,0,0,TRUE
811,0.005957204,0,0,TRUE
812,0.004830813,0,0,TRUE
813,0.000755699,0,0,TRUE
814,0.003281768,0,0,TRUE
815,0.001499309,0,0,TRUE
816,0.999986529,1,1,TRUE
